sample_id,video_id,original_url,description,video_url,tags,total_comments,sample_comment_username,sample_comment_nickname,sample_comment_text,sample_comment_date,sample_comment_likes,sample_comment_replies
96,7459826210705624341,https://www.tiktok.com/@lancome_vietnam/video/7459826210705624341,Cùng đại sứ Genifique Ultimate JSOL khám phá hiệu quả phục hồi da của Serum Genifique Ultimate  #lan...,https://m.tiktok.com/v/7459826210705624341.html?_d=0&comment_author_id=7351248721168270354&preview_pb=0&share_comment_id=7460426961191371528&share_item_id=7459826210705624341&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,4,hong.tuyt.chi0,Hoàng Tuyết Chi,hay,2025-01-16T09:27:20,0,0
97,7460008147651022087,https://www.tiktok.com/@lancome_vietnam/video/7460008147651022087,Serum Genifique Ultimate từ Lancôme với lõi thay thế tiện lợi! 🌿✨ Sản phẩm không chỉ giúp bạn tiết k...,https://m.tiktok.com/v/7460008147651022087.html?_d=0&comment_author_id=7018536127767823386&preview_pb=0&share_comment_id=7537287917665764117&share_item_id=7460008147651022087&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,3,anhthutong_9,iphone 15 pro max 🥰💕🦋💅,lõi refill mua ở đâu thế ạ 😭,2025-08-11T12:26:44,0,0
98,7460101605703126279,https://www.tiktok.com/@lancome_vietnam/video/7460101605703126279,"Da phục hồi nhanh chóng, khuyết điểm thu nhỏ, liệu có phải là phép màu? 90.000 tỷ phân tử Beta-gluca...",https://m.tiktok.com/v/7460101605703126279.html?_d=0&comment_author_id=6814458227850331141&preview_pb=0&share_comment_id=7460851089664508678&share_item_id=7460101605703126279&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,4,cicerascampos,Cicera santo campos.,ci,2025-01-17T12:53:17,0,0
99,7460480978146888978,https://www.tiktok.com/@lancome_vietnam/video/7460480978146888978,"Làn da sáng mịn màng, rạng rỡ dưới nắng hè – đó là món quà tuyệt vời mà Lancôme trao tặng bạn, nhờ s...",https://m.tiktok.com/v/7460480978146888978.html?_d=0&comment_author_id=7435934480572220472&preview_pb=0&share_comment_id=7460589468846179080&share_item_id=7460480978146888978&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare|#kemchongnang,10,user97916349618694,錢情兩訖,心裡有一些牽掛,2025-01-16T19:58:04,0,0
100,7460481344053759239,https://www.tiktok.com/@lancome_vietnam/video/7460481344053759239,,,,0,,,,,0,0
101,7460481901850135826,https://www.tiktok.com/@lancome_vietnam/video/7460481901850135826,"Vừa mỏng nhẹ, vừa bảo vệ tối ưu - đó là tất cả những gì bạn cần ở một kem chống nắng. Trải nghiệm ng...",https://m.tiktok.com/v/7460481901850135826.html?_d=0&comment_author_id=6812234380049630210&preview_pb=0&share_comment_id=7485150830905279240&share_item_id=7460481901850135826&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare|#kemchongnang,4,mydungdailyvlog,Mỹ Dung Daily Vlog,bn vay ạ,2025-03-23T23:28:43,0,0
102,7460891129530125576,https://www.tiktok.com/@lancome_vietnam/video/7460891129530125576,"Khai xuân bừng sắc cùng bí quyết phục hồi làn da nhanh chóng cùng cô nàng Ribi Sachi. Với 90,000 tỉ ...",https://m.tiktok.com/v/7460891129530125576.html?_d=0&comment_author_id=7124286407337919489&preview_pb=0&share_comment_id=7461058987492901639&share_item_id=7460891129530125576&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,2,userob9flm44sv,Minh hằng,Gia mây bạn,2025-01-18T02:19:58,0,1
103,7461253922636762376,https://www.tiktok.com/@lancome_vietnam/video/7461253922636762376,Beauty blogger Phương Ly đã trải nghiệm serum Génifique Ultimate từ Lancôme và cảm nhận được sự khác...,https://m.tiktok.com/v/7461253922636762376.html?_d=0&comment_author_id=7135009920885244954&preview_pb=0&share_comment_id=7461457472609665809&share_item_id=7461253922636762376&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,6,uyen_thu_giam_can_92,UYÊN THƯ92,Sp tốt,2025-01-19T04:06:20,0,0
104,7461267002427067655,https://www.tiktok.com/@lancome_vietnam/video/7461267002427067655,"Cô MC xinh đẹp Ngô Mai Phương đã bị chinh phục bởi khả năng tái tạo da, giảm mẩn đỏ và đặc biệt phù ...",https://m.tiktok.com/v/7461267002427067655.html?_d=0&comment_author_id=6963303521358676998&preview_pb=0&share_comment_id=7461277774940242721&share_item_id=7461267002427067655&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,2,phamngoclan312,Lisa 🇻🇳 🇬🇧,Chai này thay thế b5 đc ko ạ,2025-01-18T16:28:46,0,0
105,7461404228385279250,https://www.tiktok.com/@lancome_vietnam/video/7461404228385279250,"Chân ái Serum của cô nàng đa tài Mivi Diễm Anh. Với kết cấu mỏng nhẹ, thấm nhanh, serum Genifique Ul...",https://m.tiktok.com/v/7461404228385279250.html?_d=0&comment_author_id=7428968342578643975&preview_pb=0&share_comment_id=7461597233684103943&share_item_id=7461404228385279250&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,5,yi.yu845,Yi Yu,Năm nay cị mivi có ra nhạc tết không ak,2025-01-19T13:08:24,0,0
